RING NO.,SPECIES,HISTORY,SEX,BILL,HEAD,TARSUS,WING,WEIGHT,DATE,TIME,LOCATION,YEAR
B0277,T. ardesiacus,0,3,17.8,38.2,19.5,76,19,04-Jul,7,Bigay,2008
B0278,X. ocellatus,0,5,28.8,53.8,25.8,100,38,04-Jul,7,Bigay,2008
A0691,P. erythrocephala,1,,,,,,13.7,04-Jul,7,Bigay,2008
AA0757,L. coronata,0,2,9.6,25.8,13.7,59,9.5,04-Jul,7,Bigay,2008
AA0758,G. spirurus,0,5,13.3,30.7,17.3,69,14.5,05-Jul,7,Bigay,2008
AA0759,L. coronata,0,3,11.4,25.6,15.6,61,8,05-Jul,7,Bigay,2008
AA0760,L. coronata,0,3,9.4,25.7,15.5,59,8.1,05-Jul,7,Bigay,2008
AA0555,G. spirurus,1,5,12.9,31.1,17.4,72,15,05-Jul,7,Bigay,2008
AA0756,G. spirurus,1,,,,,,14,05-Jul,7,Bigay,2008
AA0761,M. axillaris,0,3,13.8,29.5,15.7,55,9.3,05-Jul,7,Bigay,2008
B0279,L. fulvus,0,4,17.2,38.6,16.8,87,26,05-Jul,7,Bigay,2008
AA0556,G. spirurus,1,5,14,31.2,19.2,75,15,05-Jul,8,Bigay,2008
A0694,P. albifrons,0,5,16.6,35.5,24.8,71,21,05-Jul,8,Bigay,2008
A0596,H. leucostica,0,5,15.5,34.6,22.7,58,15.5,05-Jul,8,Bigay,2008
A0557,G. spirurus,1,5,12.3,29.8,16.1,65,16.3,05-Jul,8,Bigay,2008
A0696,P. albifrons,0,5,15.2,36,23.2,71,21,05-Jul,8,Bigay,2008
A693,H. leucostica,1,,,,,,17,05-Jul,8,Bigay,2008
AA0762,L. coronata,0,3,9,24.6,14.3,60,8.5,05-Jul,8,Bigay,2008
HBA44041,T. niger,0,5,31.1,43.6,,57,5.5,05-Jul,8,Bigay,2008
HBA44042,P. bourcieri,0,5,33.5,45.8,,54,4.5,05-Jul,8,Bigay,2008
AA0763,G. spirurus,0,5,13.7,29.3,17.3,72,13.5,05-Jul,9,Bigay,2008
AA0764,L. coronata,0,3,8.7,25.7,13.9,60,8.3,05-Jul,10,Bigay,2008
B0280,G. leucaspis,0,1,16.1,36.6,29.5,72,27,05-Jul,10,Bigay,2008
B0281,T. ardesiacus,0,3,19,36.1,16.3,70,17.2,05-Jul,11,Bigay,2008
AA0765,G. spirurus,0,5,12.2,29.5,15.6,65,14.3,05-Jul,11,Bigay,2008
HBA44043,P. malaris,0,5,41,56.6,,59,7.1,06-Jul,6,Bigay,2008
B0282,T. ardesiacus,0,5,15.3,40.1,18.8,70,,06-Jul,6,Bigay,2008
AA0754,G. spirurus,1,,,,,,13.5,06-Jul,6,Bigay,2008
AA0765,G. spirurus,1,,,,,,14,06-Jul,6,Bigay,2008
AA0766,L. coronata,0,3,8,25.4,17.6,61,8.5,06-Jul,8,Bigay,2008
AA0767,G. spirurus,0,5,11.8,29.6,16.7,72,14.6,06-Jul,8,Bigay,2008
AA0768,L. coronata,0,2,9.4,27.4,15.6,60,10.5,06-Jul,8,Bigay,2008
AA0769,G. spirurus,0,5,12.5,30.3,17.1,72,14.5,06-Jul,9,Bigay,2008
AA0770,M. oleagineus,0,5,10.2,29,14.8,62,12.2,06-Jul,9,Bigay,2008
AA0771,G. spirurus,0,5,12,28.8,17.8,65,15,06-Jul,10,Bigay,2008
HBA44044,P. malaris,0,5,42.3,56.7,,61,4.5,06-Jul,10,Bigay,2008
AA0772,L. coronata,0,2,7.9,26.4,15.7,58,8.5,06-Jul,11,Bigay,2008
C1312,M. fusca,0,5,28.7,55.3,19.3,90,45.5,06-Jul,11,Bigay,2008
B0283,C. cyanoides,0,4,16.9,33,18.7,75,22.5,07-Jul,6,Bigay,2008
AA0771,G. spirurus,1,,,,,,14.5,07-Jul,7,Bigay,2008
B0284,C. cyanoides,0,3,16.2,35,21.9,78,25.5,07-Jul,7,Bigay,2008
AA0773,L. coronata,0,3,8.8,25.6,14.7,59,8,07-Jul,7,Bigay,2008
HBA44046,P. malaris,0,5,44.2,59.9,,60,7.1,07-Jul,7,Bigay,2008
HBA44046,T. niger,0,5,33,47.3,,66,7.7,07-Jul,7,Bigay,2008
HBA44041,T. niger,1,,,,,,5.3,07-Jul,7,Bigay,2008
AA0774,G. spirurus,0,5,12,29.3,17.6,74,,07-Jul,8,Bigay,2008
A0697,H. poecilinota,0,3,16.5,37.7,24.8,69,19.5,07-Jul,8,Bigay,2008
HBA44047,P. bourcieri,0,5,34.7,46.1,,57,4.1,07-Jul,11,Bigay,2008
A0698,R. olivaceous,0,5,17,36.3,18.1,76,22.6,07-Jul,11,Bigay,2008
B0285,T. ardesiacus,0,4,18.4,36.9,18.4,71,17.8,07-Jul,11,Bigay,2008
AA0775,M. longipennis,0,4,16.1,30.6,14.8,51,10.5,07-Jul,11,Bigay,2008
B0286,T. ardesiacus,0,3,18.8,38.1,18.1,69,19.8,07-Jul,11,Bigay,2008
AA0776,M. axillaris,0,4,14.8,29.6,16.4,52,9,07-Jul,11,Bigay,2008
AA0777,M. erythrura,0,3,15.3,31.2,15.7,51,11.1,07-Jul,11,Bigay,2008
AA0778,L. coronata,0,3,9.5,25.4,12.7,62,10.3,07-Jul,11,Bigay,2008
B0287,D. fuliginosa,0,1,29.5,52.5,24.1,102,44,07-Jul,11,Bigay,2008
B0288,A. ochrolaemus,0,5,23.2,47.4,23,90,41,07-Jul,11,Bigay,2008
AA0779,L. coronata,0,2,11.1,26.9,13.7,58,10.1,07-Jul,11,Bigay,2008
AA0780,M. olivaceus,0,5,12.7,31.7,16.7,64,12.5,08-Jul,8,Bigay,2008
A0699,P. albifrons,0,5,16.4,35.8,23.8,71,20,08-Jul,8,Bigay,2008
HBA43896,P. bourcieri,1,5,31.4,45.9,,65,4,08-Jul,8,Bigay,2008
A0700,D. cincta,0,3,18.5,37.3,25.4,58,16,10-Jul,7,Paushi,2008
A0701,D. cincta,0,4,18.7,36.6,21.6,55,14,10-Jul,7,Paushi,2008
A0702,H. leucostica,0,5,15.1,35,20.7,56,14,10-Jul,7,Paushi,2008
A0703,P. erythrocephala,0,2,10.2,28.8,16.5,63,13,10-Jul,7,Paushi,2008
HBA44048,T. furcata,0,3,11.6,37.1,,59,4.8,10-Jul,7,Paushi,2008
AA0781,L. coronata,0,2,9.3,27.2,14.3,57,9.8,10-Jul,8,Paushi,2008
A0704,C. arada,0,5,20.2,39.1,26.9,69,28.5,10-Jul,8,Paushi,2008
AA0103,G. spirurus,1,5,13,31.8,16,75,18.1,10-Jul,9,Paushi,2008
AA0782,M. oleagineus,0,5,11.3,30.2,16.9,58,10.9,10-Jul,9,Paushi,2008
HBA44049,P. bourcieri,0,5,33.8,47.5,,59,4.5,10-Jul,9,Paushi,2008
AA0783,L. coronata,0,2,8.4,23.5,15.5,60,9.3,10-Jul,10,Paushi,2008
AA0784,L. coronata,0,2,8.7,26.7,16.2,57,9.7,10-Jul,10,Paushi,2008
A0706,P. erythrocephala,0,2,7.8,30.3,17.1,64,18.3,10-Jul,11,Paushi,2008
A0707,H. poecilinota,0,3,18.9,37.9,27.7,65,,10-Jul,11,Paushi,2008
HBA44050,P. malaris,0,5,40.5,55.8,,60,6.4,10-Jul,11,Paushi,2008
HBA44051,P. malaris,0,5,47.8,58.9,,65,7,10-Jul,11,Paushi,2008
B0017,G. leucaspis,1,4,18,38.7,27,72,27,12-Jul,6,Paushi,2008
A0708,P. erythrocephala,0,2,9.1,28.2,16.6,60,12.3,12-Jul,7,Paushi,2008
AA0785,M. hauxwelli,0,3,13.9,31.6,23.2,54,12,12-Jul,7,Paushi,2008
A0709,P. erythrocephala,0,2,11.1,29.1,16.8,63,13.9,12-Jul,7,Paushi,2008
D0018,M. gilvicollis,0,5,15.1,58.3,61.5,189,256,12-Jul,7,Paushi,2008
AA0786,L. coronata,0,2,8.6,25.3,15.2,58,8.9,12-Jul,8,Paushi,2008
A0710,M. marginatus,0,5,19.4,37.9,25.9,58,17,12-Jul,8,Paushi,2008
HBA44052,P. malaris,0,5,42.8,57.3,,66,6,12-Jul,8,Paushi,2008
AA0787,L. coronata,0,2,10,27,16.6,60,10.1,12-Jul,8,Paushi,2008
A0711,P. erythrocephala,0,3,8.7,26.7,16.9,60,11.7,12-Jul,9,Paushi,2008
C1313,G. montana,0,3,18.8,43.2,31.8,133,116,12-Jul,9,Paushi,2008
HBA44051,P. malaris,1,,,,,,7,12-Jul,9,Paushi,2008
A0712,T. surinamus,0,4,15.5,3.4,21.3,79,20,12-Jul,9,Paushi,2008
AA0788,L. coronata,0,2,8.7,25.3,16.2,48,8.8,12-Jul,11,Paushi,2008
A0709,P. erythrocephala,1,,,,,,13.8,12-Jul,11,Paushi,2008
HBA44053,P. malaris,0,5,42.9,56.7,,64,7.2,12-Jul,11,Paushi,2008
C1303,F. unduligera,1,4,22,53.9,39.2,107,79.5,13-Jul,7,Paushi,2008
C1314,F. unduligera,0,3,25.5,57.2,37.8,105,80,13-Jul,7,Paushi,2008
AA0789,M. regulus,0,3,18.9,25.2,14.1,52,11,13-Jul,7,Paushi,2008
A0713,P. erythrocephala,0,2,8.7,29.7,17.1,64,,13-Jul,7,Paushi,2008
AA0790,M. regulus,0,3,8,25.6,17.5,54,11,13-Jul,8,Paushi,2008
A0714,P. erythrocephala,0,2,10,28.9,14.1,62,14.1,13-Jul,8,Paushi,2008
HBA44053,P. malaris,1,,,,,,7.1,13-Jul,8,Paushi,2008
HBA44054,E. condamini,0,5,32.1,41.5,,68,12.3,13-Jul,8,Paushi,2008
HBA44055,E. condamini,0,5,28.7,41,,76,13.3,13-Jul,8,Paushi,2008
AA0791,G. spirurus,0,5,11.9,28.9,18.9,73,13.9,13-Jul,9,Paushi,2008
B0289,X. ocellatus,0,5,31.4,57.3,22.8,94,37.5,13-Jul,9,Paushi,2008
A0715,P. erythrocephala,0,2,11.4,28.9,14,63,13.5,13-Jul,11,Paushi,2008
A0716,P. erythrocephala,0,2,11.1,28.5,13.8,62,13.7,13-Jul,11,Paushi,2008
HBA44056,T. niger,0,5,35.2,48.5,,58,6.1,13-Jul,11,Paushi,2008
AA0792,L. coronata,0,2,10,25.6,13.5,58,9,13-Jul,11,Paushi,2008
B0290,T. ardesiacus,0,6,17.2,36,18.1,69,18,13-Jul,11,Paushi,2008
B0291,X. spixii,0,5,32.1,56.3,21.3,98,38.8,13-Jul,11,Paushi,2008
HBA44052,P. malaris,1,,,,,,7.4,13-Jul,11,Paushi,2008
A0717,C. pareola,0,5,10.7,29.8,19.3,63,19,14-Jul,6,Paushi,2008
a0707,H. poecilinota,1,,,,,,18.5,14-Jul,6,Paushi,2008
A0718,P. erythrocephala,0,,12.1,30,16.1,60,13.5,14-Jul,6,Paushi,2008
A0507,H. poecilinota,1,4,16.2,36.4,27.5,65,21,14-Jul,6,Paushi,2008
AA0793,H. naevia,0,3,17.7,33,22.6,64,12.5,14-Jul,6,Paushi,2008
A0576,P. albifrons,1,5,18.3,35.4,25.8,67,22,14-Jul,6,Paushi,2008
B0292,T. caesius,0,1,17,37.1,18.4,70,18,14-Jul,6,Paushi,2008
B0293,T. ardesiacus,0,3,17,38.5,21.8,72,19,14-Jul,6,Paushi,2008
AA0794,G. spirurus,0,5,13.5,30.4,16.8,73,15,14-Jul,7,Paushi,2008
B0294,T. ardesiacus,0,3,15.9,36.6,21.8,74,18,14-Jul,7,Paushi,2008
B0295,G. leucaspis,0,5,16.5,37.9,28.7,,,14-Jul,7,Paushi,2008
B0296,X. spixii,0,5,29.7,57,22.6,100,35,14-Jul,7,Paushi,2008
HBA44057,E. condamini,0,5,29.4,41.6,,81,14,14-Jul,7,Paushi,2008
B0017,G. leucaspis,1,4,18,38,20.3,78,27,14-Jul,7,Paushi,2008
A0719,P. erythrocephala,0,3,8.9,28,15.8,71,14,14-Jul,8,Paushi,2008
A720,E. xanthogaster,0,3,9,27.5,17.7,78,15.5,14-Jul,8,Paushi,2008
HBA43845,P. bourcieri,1,5,36.3,48.9,,57,4.4,14-Jul,8,Paushi,2008
AA0795,L. coronata,0,2,8.7,26.2,15.7,57,10.5,14-Jul,8,Paushi,2008
A0721,E. xanthogaster,0,2,9.8,27,16.2,60,13,14-Jul,10,Paushi,2008
AA0796,L. coronata,0,2,10,27.1,17,59,10,14-Jul,10,Paushi,2008
AA0792,L. coronata,1,,,,,,9,14-Jul,10,Paushi,2008
B0297,G. leucaspis,0,4,18.7,38,20.8,75,27,15-Jul,6,Paushi,2008
AA0797,L. coronata,0,2,8.8,25.6,15.8,58,8.5,15-Jul,7,Paushi,2008
A0722,C. torquata,0,5,15.8,34.6,29.7,71,1,15-Jul,7,Paushi,2008
AA0789,L. coronata,0,3,9.5,24.3,15.8,63,8.5,15-Jul,7,Paushi,2008
A0723,H. poecilinota,0,3,14,36.8,27.1,69,16.5,15-Jul,7,Paushi,2008
AA0799,L. coronata,0,3,8.5,26.2,16.3,60,6.7,15-Jul,8,Paushi,2008
A0724,H. poecilinota,0,3,17.1,37.2,24.2,69,16.5,15-Jul,8,Paushi,2008
AA0800,L. coronata,0,3,8,25.9,16.2,62,9,15-Jul,8,Paushi,2008
AA0801,L. coronata,0,2,8,23.4,15.5,59,9,15-Jul,8,Paushi,2008
B0298,G. leucaspis,0,1,15.9,38.4,30.3,75,26,15-Jul,9,Paushi,2008
A0725,H. naevia,0,4,16.7,33.7,21.7,58,13,15-Jul,9,Paushi,2008
B0299,G. leucaspis,0,4,17.4,36.7,29.2,70,24,15-Jul,9,Paushi,2008
B0018,G. leucaspis,1,5,16.1,38.6,29.2,73,26.5,15-Jul,9,Paushi,2008
B0300,D. fuliginosa,0,5,27.6,55.7,28.2,113,46,15-Jul,9,Paushi,2008
HBA44058,P. malaris,0,5,42.1,55.3,,54,5.8,15-Jul,9,Paushi,2008
HBA44059,P. bourcieri,0,5,31.6,44,,56,4.8,15-Jul,9,Paushi,2008
B0301,D. fuliginosa,0,5,30.6,59,29.6,104,39,15-Jul,10,Paushi,2008
B0302,F. colma,0,5,16.8,44.7,33.5,85,58.5,15-Jul,10,Paushi,2008
HBA44060,G. hirsuta,0,2,33.3,48.1,,54,7.8,15-Jul,10,Paushi,2008
AA0802,G. spirurus,0,5,13.4,30.9,17.9,67,14.5,15-Jul,11,Paushi,2008
HBA44061,P. bourcieri,0,5,35.2,47.9,,57,4.9,15-Jul,11,Paushi,2008
C1318,G. montana,0,3,17.3,40.7,30,137,115,02-Sep,8,San Jose,2008
AA0806,M. oleagineus,0,1,12.5,29.7,14.4,59,11.7,02-Sep,8,San Jose,2008
AA0807,M. oleagineus,0,5,12.6,28.2,13.9,63,10.5,02-Sep,9,San Jose,2008
B0309,C. cyanoides,0,3,13.9,36.4,18.3,81,24,02-Sep,10,San Jose,2008
AA0808,M. oleagineus,0,5,12.8,29.9,14.2,59,11.4,02-Sep,10,San Jose,2008
HBA44087,P. malaris,0,5,43.9,55.6,,59,6.3,02-Sep,10,San Jose,2008
HBA44088,P. malaris,0,5,45.7,58.6,,62,6.4,02-Sep,10,San Jose,2008
AA0525,M. hauxwelli,1,3,14.6,31.4,18.6,52,12.1,03-Sep,6,San Jose,2008
A0736,P. filicauda,0,3,12,30.3,15.3,67,15.2,03-Sep,6,San Jose,2008
B0310,T. ardesiacus,0,3,18.7,38.8,19.3,75,19.5,03-Sep,7,San Jose,2008
A0321,P. filicauda,1,3,11.6,30,16.4,67,12.9,03-Sep,7,San Jose,2008
A0502,T. ardesiacus,1,4,19.5,37.8,18.8,70,22.4,03-Sep,7,San Jose,2008
AA0809,M. erythrura,0,3,15.5,30.7,15.8,56,9.7,03-Sep,7,San Jose,2008
AA0810,M. regulus,0,2,9.7,26.5,12.3,53,10.5,03-Sep,7,San Jose,2008
AA0811,G. spirurus,0,5,12.3,29.6,15.7,64,14.7,03-Sep,7,San Jose,2008
AA0812,M. regulus,0,2,9.8,26.4,14.7,53,10.5,03-Sep,9,San Jose,2008
AA0813,M. oleagineus,0,5,11.9,28.1,15.1,59,10.1,03-Sep,9,San Jose,2008
A0737,P. erythrocephala,0,2,10.7,27.1,13.5,62,12.5,03-Sep,9,San Jose,2008
B0311,C. cyanoides,0,3,15.7,36.6,19.2,83,26.2,03-Sep,9,San Jose,2008
A0738,P. filicauda,0,6,11.9,30.1,15.5,62,13.1,03-Sep,9,San Jose,2008
AA0695,G. spirurus,1,5,13.2,29.2,15.7,70,13,03-Sep,9,San Jose,2008
HBA44089,T. niger,0,5,33.6,47.5,,57,5.6,03-Sep,9,San Jose,2008
HBA44007,P. malaris,1,5,45,55.1,,60,6.9,03-Sep,9,San Jose,2008
A0643,P. erythrocephala,1,4,13.2,29.3,25.9,59,13.8,03-Sep,11,San Jose,2008
HBA44090,P. bourcieri,0,5,33.3,45.1,,54,4.8,03-Sep,11,San Jose,2008
HBA44006,P. malaris,1,5,45.4,55.2,,64,6.6,03-Sep,11,San Jose,2008
HBA44091,E. condamini,0,5,22.6,40,,78,12.8,04-Sep,6,San Jose,2008
B0312,P. erythrocercus,0,5,29.7,44,31.2,95,40.2,04-Sep,6,San Jose,2008
HBA44092,G. hirsuta,0,2,33.5,43.7,,58,6.2,04-Sep,8,San Jose,2008
AA0814,G. spirurus,0,5,13.1,29.5,16.1,72,13.5,04-Sep,8,San Jose,2008
AA0815,H. cantator,0,4,16.1,33.9,19.3,55,14.6,04-Sep,8,San Jose,2008
AA0816,H. cantator,0,3,16.5,34.4,19.5,56,13.3,04-Sep,8,San Jose,2008
AA0817,G. spirurus,0,5,13,29.5,15.7,67,13.1,04-Sep,8,San Jose,2008
AA0818,L. coronata,0,2,10.8,26.7,14,59,9.8,04-Sep,8,San Jose,2008
HBA43852,P. malaris,1,5,50.3,61,,60,6.5,04-Sep,8,San Jose,2008
HBA44100,C. inda,0,3,51.8,78.2,12.1,98,47.5,04-Sep,8,San Jose,2008
AA0819,X. minutus,1,5,14.2,31.1,13.8,65,12.5,04-Sep,8,San Jose,2008
HBA44093,T. furcata,0,3,23.7,35,,58,4.8,04-Sep,8,San Jose,2008
HBA44094,T. furcata,0,4,23.3,35.5,,56,4.3,04-Sep,8,San Jose,2008
A0499,T. ardesiacus,1,3,18.4,37.9,18.7,70,18.3,04-Sep,8,San Jose,2008
AA0537,G. spirurus,1,5,12.1,28.9,15.4,65,13.3,04-Sep,8,San Jose,2008
HBA44095,T. niger,0,5,37.7,51.3,,65,6.4,04-Sep,8,San Jose,2008
HBA44096,T. niger,0,3,36.1,49.6,,62,6.1,04-Sep,10,San Jose,2008
AA0821,M. hauxwelli,0,4,15.7,30.9,24.8,53,13.7,04-Sep,10,San Jose,2008
AA0822,M. axillaris,0,4,14.4,29.4,15.7,53,9.5,04-Sep,10,San Jose,2008
AA0823,M. axillaris,0,3,15,30.2,17,56,9.2,04-Sep,10,San Jose,2008
AA0820,L. coronata,0,2,10,26.4,16.3,56,10.2,04-Sep,10,San Jose,2008
C1320,T. albicollis,0,5,28.9,48.9,44.1,121,69,04-Sep,10,San Jose,2008
A0739,H. naevia,0,4,22,45.5,26.4,60,16,04-Sep,10,San Jose,2008
AA0824,M. menetriesii,0,4,10.1,25.9,13.7,50,7.4,04-Sep,10,San Jose,2008
AA0825,L. coronata,0,2,10.5,24.7,23.6,,9.1,04-Sep,11,San Jose,2008
AA0814,G. spirurus,1,,,,,,13.8,04-Sep,11,San Jose,2008
A0740,M. manacus,0,2,11.8,30.7,18.9,53,17.2,04-Sep,11,San Jose,2008
,P. bourcieri,0,5,37.1,56.1,,48,4.4,05-Sep,7,San Jose,2008
,C. largipennis,0,5,35.1,54.2,,77,7.9,05-Sep,7,San Jose,2008
A0741,P. albifrons,0,1,21.2,36,30.6,69,,05-Sep,7,San Jose,2008
AA0826,L. coronata,0,3,12.1,34.5,17.6,60,9,05-Sep,7,San Jose,2008
C1321,T. albicollis,0,5,22.3,42.8,40.5,106,47,05-Sep,7,San Jose,2008
AA0827,M. longipennis,0,4,18.8,43.9,28.7,57,9,05-Sep,8,San Jose,2008
HBA44097,P. malaris,0,5,48,58.2,,65,7.3,05-Sep,8,San Jose,2008
HBA44098,P. malaris,0,5,52.6,70.7,,62,6.9,05-Sep,8,San Jose,2008
HBA44099,P. malaris,0,5,45.9,67,,62,6.6,05-Sep,8,San Jose,2008
HBA44101,P. malaris,0,5,48.7,66.1,,61,7.2,05-Sep,8,San Jose,2008
HBA44102,P. malaris,0,5,46.4,67.7,,57,7,05-Sep,8,San Jose,2008
HBA44103,C. aenea,0,4,33.7,47.9,14.6,58,14,05-Sep,8,San Jose,2008
AA0828,M. longipennis,0,3,14.2,30,21,54,8,05-Sep,8,San Jose,2008
AA0829,H. ochraceiceps,0,5,15.6,31.8,17.1,60,11.6,05-Sep,8,San Jose,2008
AA0830,H. ochraceiceps,0,5,14.1,32.9,15.2,60,11.3,05-Sep,8,San Jose,2008
AA0831,L. coronata,0,2,10.7,27,13.6,59,9.7,05-Sep,8,San Jose,2008
AA0832,L. coronata,0,3,9.5,24.9,13.4,60,8.4,05-Sep,8,San Jose,2008
B0313,P. ruficaudatus,0,5,19.5,46.3,21.5,89,36.5,05-Sep,8,San Jose,2008
HBA44104,P. malaris,0,5,49.7,64.7,,60,6,05-Sep,9,San Jose,2008
B0314,H. rubica,0,3,22.2,38.5,30.6,90,32.5,05-Sep,9,San Jose,2008
AA0833,M. oleagineus,0,1,15.8,28,28.4,62,12,05-Sep,9,San Jose,2008
A0742,C. holochlora,0,5,12.2,30.2,14.6,74,15.6,05-Sep,9,San Jose,2008
AA0834,G. spirurus,0,5,17.3,29,20.3,64,14,05-Sep,9,San Jose,2008
HBA44105,P. malaris,0,5,44.9,59.8,,61,6.5,05-Sep,9,San Jose,2008
HBA44106,P. malaris,0,5,40.3,64.8,,56,6.1,05-Sep,9,San Jose,2008
AA0835,G. spirurus,0,5,12,29.8,16.4,68,14.3,05-Sep,9,San Jose,2008
HBA44107,P. malaris,0,5,47.9,58.2,,61,6.9,05-Sep,11,San Jose,2008
HBA44108,P. malaris,0,2,35.5,45.5,,60,6.5,05-Sep,11,San Jose,2008
HBA44109,P. malaris,0,5,47,57,,64,5.9,05-Sep,11,San Jose,2008
AA0836,M. oleagineus,0,5,13.7,26.8,28.1,62,12,05-Sep,11,San Jose,2008
AA0837,G. spirurus,0,5,17.3,30.7,20.9,70,15,05-Sep,11,San Jose,2008
A0743,T. schrankii,0,5,12.7,30.5,16.4,69,19.7,05-Sep,11,San Jose,2008
A0744,C. torquata,0,5,20.4,39.1,25.9,62,16,06-Sep,7,San Jose,2008
AA0838,G. spirurus,0,5,13,30.6,30.2,73,15.5,06-Sep,7,San Jose,2008
HBA44110,P. malaris,0,5,50.9,59.5,,65,7.7,06-Sep,7,San Jose,2008
AA0839,L. coronata,0,2,13.4,27.4,26.1,60,10.5,06-Sep,7,San Jose,2008
A0745,T. ardesiacus,0,5,19.7,37.4,15.1,72,19,06-Sep,7,San Jose,2008
HBA44111,P. malaris,0,5,46.6,57.5,,60,6.8,06-Sep,8,San Jose,2008
HBA44112,C. largipennis,0,5,33.4,44.6,,78,8.5,06-Sep,8,San Jose,2008
B0315,C. aurita,0,3,20,37.2,31.1,69,22.5,06-Sep,8,San Jose,2008
HBA44113,P. malaris,0,5,47.9,56.7,,63,6.8,06-Sep,8,San Jose,2008
HBA44114,P. malaris,0,5,45.9,71.3,,64,7.1,06-Sep,8,San Jose,2008
HBA44115,P. malaris,0,5,46.1,59.1,,61,7.5,06-Sep,8,San Jose,2008
A0746,P. erythrocephala,0,2,12.1,29.2,14.1,64,13.6,06-Sep,8,San Jose,2008
HBA44009,P. malaris,1,5,48,61.2,,62,6.2,06-Sep,9,San Jose,2008
A0747,P. erythrocephala,0,2,16.3,30,30.1,61,14,06-Sep,9,San Jose,2008
HBA44011,P. malaris,1,5,,,,,6.6,06-Sep,9,San Jose,2008
HBA44116,P. malaris,0,5,42.3,69.1,,63,8.4,06-Sep,9,San Jose,2008
AA0840,M. oleagineus,0,5,15.6,29.6,10.4,50.7,10,06-Sep,9,San Jose,2008
AA0841,M. oleagineus,0,5,12.2,28.5,15,59,11.1,06-Sep,11,San Jose,2008
B0313,P. ruficaudatus,1,,,,,,38.8,06-Sep,11,San Jose,2008
C1319,T. albicollis,0,5,20,44.5,29,108,50.5,06-Sep,11,San Jose,2008
A0748,T. ardesiacus,0,2,21.6,31.2,16.5,68,16,07-Sep,7,San Jose,2008
A0749,H. poecilinota,0,3,19.8,37.8,40.2,64,18,07-Sep,7,San Jose,2008
HBA44117,T. niger,0,4,36.2,46.9,,59,5.6,07-Sep,7,San Jose,2008
A0750,P. erythrocephala,0,4,14.6,27.4,9.7,59,13.1,07-Sep,7,San Jose,2008
AA0851,M. regulus,0,2,10.2,25.7,14.2,52,10.2,07-Sep,7,San Jose,2008
C1322,T. albicollis,0,5,20.7,41.6,23,105,51,07-Sep,8,San Jose,2008
AA0842,M. hauxwelli,0,3,18.9,31.9,35.5,51,10.8,07-Sep,8,San Jose,2008
HBA44118,P. malaris,0,5,50.2,57.1,,64,5.9,07-Sep,8,San Jose,2008
AA0843,L. coronata,0,3,11.9,24.4,12,59,7.5,07-Sep,8,San Jose,2008
AA0844,L. coronata,0,3,10.5,26.3,27.4,59,8.5,07-Sep,8,San Jose,2008
AA0845,G. spirurus,0,5,16.9,28.8,25.1,64,11.8,07-Sep,8,San Jose,2008
AA0838,G. spirurus,1,,,,,,15,07-Sep,8,San Jose,2008
AA0846,M. oleagineus,0,5,12,28.7,13.8,61,11.3,07-Sep,8,San Jose,2008
HBA44119,P. malaris,0,5,47.7,66.8,,64,6.4,07-Sep,8,San Jose,2008
B0315,T. rufus,0,4,16.9,40.1,12.4,116,53.5,07-Sep,9,San Jose,2008
AA0826,L. coronata,1,,,,,,8.5,07-Sep,9,San Jose,2008
HBA44120,P. malaris,0,5,44.4,55.8,,59,6,07-Sep,9,San Jose,2008
B0316,M. myotherinus,0,3,21.9,35.3,19.4,66,19,07-Sep,9,San Jose,2008
C1323,T. ardesiacus,0,5,20.5,45.2,28.8,106,56,07-Sep,9,San Jose,2008
A0751,N. brunnea,0,5,25.8,45.4,16.4,64,19.1,07-Sep,10,San Jose,2008
A0752,P. albifrons,0,5,16.4,34.5,20.8,67,19.6,07-Sep,10,San Jose,2008
AA0847,G. spirurus,0,5,12.3,29.3,15.8,70,13.5,07-Sep,10,San Jose,2008
A0753,P. albifrons,0,5,17.5,35.1,22.6,72,19,07-Sep,10,San Jose,2008
E0021,B. martii,0,5,49.1,82.6,32.9,150,169,08-Sep,6,San Jose,2008
AA0848,G. spirurus,0,5,17.5,27,23.6,73,13.5,08-Sep,7,San Jose,2008
A0754,P. albifrons,0,5,21,35.6,15.4,69,19,08-Sep,7,San Jose,2008
A0755,F. colma,0,5,15.1,42.1,42.5,84,39,08-Sep,7,San Jose,2008
HBA44121,P. malaris,0,5,47.2,59.2,,68,7.4,08-Sep,7,San Jose,2008
AA0833,M. oleagineus,1,,,,,,12,08-Sep,8,San Jose,2008
HBA44121,P. malaris,1,,,,,,6.4,08-Sep,8,San Jose,2008
HBA44122,T. furcata,0,4,25.5,34.4,,55,4.8,08-Sep,8,San Jose,2008
AA0849,L. coronata,0,2,13.5,27,11.2,61,10.5,08-Sep,8,San Jose,2008
AA0850,M. oleagineus,0,5,13.6,27.4,27,59,11,08-Sep,8,San Jose,2008
AA0852,L. coronata,0,2,12.9,25.7,23.5,58,9.5,08-Sep,8,San Jose,2008
C1324,G. montana,0,3,22.9,42.1,20.3,125,98,08-Sep,8,San Jose,2008
AA0853,L. coronata,0,2,12,28.8,30.8,61,8.5,08-Sep,8,San Jose,2008
AA0854,L. coronata,0,2,10.6,27.7,13.7,59,9.8,08-Sep,8,San Jose,2008
